filename,time(s),input size(Mb),output size(Mb)
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u042.tsv,62.647811533,55.046875,1.2381219863891602
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u014.tsv,64.979505146,56.65234375,1.2579584121704102
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u055.tsv,66.733753376,58.53125,1.349614143371582
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u095.tsv,66.92199392,57.83203125,1.3661346435546875
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u037.tsv,72.354710126,61.8359375,1.532968521118164
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u043.tsv,73.542808724,62.7421875,1.5840492248535156
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u104.tsv,80.157657444,67.7265625,1.7066421508789062
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u097.tsv,81.889753225,69.47265625,1.7186384201049805
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u008.tsv,84.934105946,73.98046875,1.9573392868041992
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u108.tsv,85.615062994,72.91015625,1.8400793075561523
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u112.tsv,85.518548254,72.71875,1.8934926986694336
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u090.tsv,85.750702494,72.859375,1.7731332778930664
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u007.tsv,86.155130426,73.1640625,1.710113525390625
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u048.tsv,86.522270803,73.84765625,1.9088134765625
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u082.tsv,90.033491082,77.5390625,1.9537382125854492
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u073.tsv,94.714321851,83.4296875,2.1446123123168945
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u010.tsv,94.968977458,83.765625,2.138164520263672
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u003.tsv,97.052579472,87.4921875,2.1732873916625977
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u057.tsv,98.134505222,89.8125,2.174100875854492
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u119.tsv,102.191055417,98.72265625,2.243830680847168
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u122.tsv,38.170678451,62.50390625,1.5692358016967773
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u127.tsv,40.751596005,75.63671875,2.0144405364990234
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u131.tsv,43.050180391,70.8515625,1.8760261535644531
b1-02-02-2024_rd168_blanc_240202_inj1-200spd_u129.tsv,59.285157911,95.57421875,2.25762939453125
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u003_h.tsv,57.172969499,88.6171875,1.936605453491211
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u035_l.tsv,80.293627255,99.84375,2.389463424682617
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u011_h.tsv,136.079421695,115.48046875,2.5231189727783203
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u054_l.tsv,145.283142975,106.56640625,2.438900947570801
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u038_h.tsv,166.68164576,105.02734375,2.375819206237793
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u017_h.tsv,176.690596025,111.15625,2.471609115600586
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u039_h.tsv,185.68206619,115.4453125,2.4833202362060547
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u036_l.tsv,192.171252741,119.08203125,2.543654441833496
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u059_l.tsv,189.073609415,113.29296875,2.5449419021606445
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u027_h.tsv,199.864096588,119.546875,2.5572948455810547
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u063_l.tsv,191.443525224,111.5078125,2.5738630294799805
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u064_l.tsv,191.574215129,111.17578125,2.487881660461426
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u061_h.tsv,194.684477393,114.04296875,2.5237674713134766
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u077_h.tsv,173.092511929,101.54296875,2.4237709045410156
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u070_h.tsv,177.828728257,100.84375,2.39455509185791
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u047_h.tsv,202.428314029,118.109375,2.5097131729125977
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u056_l.tsv,203.422396818,119.984375,2.5471057891845703
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u065_l.tsv,198.016987595,114.78125,2.4899120330810547
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u068_l.tsv,198.901736171,121.671875,2.657467842102051
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u094_l.tsv,174.553035356,113.57421875,2.5321426391601562
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u110_l.tsv,147.131952104,113.73828125,2.47670841217041
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u099_h.tsv,180.168521184,127.25390625,2.657200813293457
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u009_l.tsv,58.312807548,75.4609375,1.9448919296264648
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u003_h.tsv,64.060925335,80.75390625,1.700577735900879
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u120_l.tsv,107.272285844,112.2734375,2.5262222290039062
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u128_h.tsv,91.220768125,115.80859375,2.513936996459961
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u021_l.tsv,49.266899222,79.14453125,1.884033203125
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u011_h.tsv,111.10955359,116.5390625,2.474514961242676
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u017_h.tsv,118.121388391,106.6015625,2.363931655883789
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u066_l.tsv,115.284615989,90.328125,2.130159378051758
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u038_h.tsv,125.105779397,100.38671875,2.1780214309692383
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u077_h.tsv,107.592356793,80.3828125,1.9640579223632812
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u059_l.tsv,140.948117984,101.640625,2.3139266967773438
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u070_h.tsv,143.41476594,83.125,1.973562240600586
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u043_h.tsv,160.894190966,107.9609375,2.3031158447265625
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u014_l.tsv,170.570355455,121.0,2.51438045501709
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u112_l.tsv,129.784873906,86.61328125,2.1496505737304688
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u104_l.tsv,138.343867279,93.21484375,2.145425796508789
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u047_h.tsv,173.15897643,113.01171875,2.4341630935668945
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u027_h.tsv,177.592848737,117.28515625,2.4853286743164062
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u064_l.tsv,177.292191076,115.234375,2.4796371459960938
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u128_h.tsv,136.294656616,95.65625,2.241244316101074
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u067_h.tsv,171.664189382,111.3359375,2.3997058868408203
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u107_l.tsv,156.3480075,107.5078125,2.409611701965332
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u060_l.tsv,190.838698005,124.24609375,2.599071502685547
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u120_l.tsv,156.987319322,113.671875,2.506155014038086
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u099_h.tsv,177.931636579,124.984375,2.599696159362793
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u003_h.tsv,92.591872104,92.37890625,1.8948631286621094
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u011_h.tsv,91.146182697,98.421875,2.2231035232543945
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u017_h.tsv,88.95175478,98.1171875,2.2465744018554688
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u129_l.tsv,119.479697057,123.80078125,2.687615394592285
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u035_l.tsv,77.032424672,96.53125,2.286726951599121
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u027_h.tsv,90.44302278,109.8515625,2.4196243286132812
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u038_h.tsv,68.71414795,96.91796875,2.1959896087646484
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u036_l.tsv,83.916165654,116.7734375,2.5016956329345703
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u047_h.tsv,81.541085032,108.36328125,2.3560609817504883
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u054_l.tsv,87.493387839,106.328125,2.3448591232299805
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u039_h.tsv,95.680257108,115.33984375,2.509878158569336
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u059_l.tsv,101.015479447,107.890625,2.4676904678344727
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u056_l.tsv,112.347576348,114.81640625,2.4519481658935547
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u070_h.tsv,99.353339031,94.96484375,2.2358999252319336
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u064_l.tsv,117.573614073,105.08984375,2.3780364990234375
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u077_h.tsv,105.216090688,93.49609375,2.1360397338867188
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u061_h.tsv,122.771468365,109.51953125,2.404812812805176
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u063_l.tsv,128.248600109,114.5078125,2.5513715744018555
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u068_l.tsv,133.420328188,116.90234375,2.6049022674560547
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u065_l.tsv,162.927383971,121.61328125,2.5772829055786133
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u094_l.tsv,144.920335335,112.125,2.5243759155273438
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u110_l.tsv,139.253419062,109.28515625,2.434389114379883
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u128_h.tsv,139.391693684,106.03515625,2.4072628021240234
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u120_l.tsv,146.761272092,110.546875,2.516979217529297
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u004_l.tsv,163.675645673,103.92578125,2.377793312072754
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u099_h.tsv,203.838403602,126.37109375,2.6177539825439453
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u040_l.tsv,142.423296367,89.10546875,2.2231884002685547
b1-02-02-2024_rd168_hela_20240202_batch1d_200spd.tsv,231.497421025,129.19921875,2.701108932495117
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u022_l.tsv,182.731417127,105.7734375,2.355682373046875
b1-02-02-2024_rd168_hela_20240202_batch1f_200spd.tsv,233.271118263,129.2578125,2.6868371963500977
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u016_h.tsv,205.431404509,116.42578125,2.489938735961914
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u002_l.tsv,227.649326849,127.1015625,2.701706886291504
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u052_h.tsv,168.258928587,103.60546875,2.3847475051879883
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u013_l.tsv,213.845109554,121.32421875,2.5139551162719727
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u074_h.tsv,147.590472339,94.5234375,2.2336349487304688
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u046_h.tsv,193.978631339,115.91796875,2.4728899002075195
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u066_h.tsv,177.680844376,110.5859375,2.4154882431030273
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u049_l.tsv,187.152390944,116.3359375,2.485936164855957
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u060_h.tsv,196.051782316,125.7890625,2.642348289489746
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u088_l.tsv,140.554333675,101.24609375,2.3888254165649414
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u081_h.tsv,156.145625964,117.06640625,2.4347848892211914
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u084_h.tsv,149.849062495,113.16796875,2.466461181640625
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u111_l.tsv,140.988862847,109.734375,2.3748779296875
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u092_h.tsv,148.979926091,118.44921875,2.5044803619384766
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u115_h.tsv,96.935825618,103.02734375,2.380373001098633
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u114_l.tsv,113.751281776,124.05078125,2.5841407775878906
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u116_h.tsv,96.105820299,110.95703125,2.4392614364624023
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u118_h.tsv,98.479466529,118.10546875,2.555537223815918
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u121_l.tsv,90.509604072,105.51171875,2.4030094146728516
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u017_l.tsv,89.34456944,97.07421875,2.3016576766967773
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u035_l.tsv,87.07733521,90.546875,2.193081855773926
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u027_l.tsv,100.755225083,103.0,2.380396842956543
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u011_h.tsv,110.974895676,110.4453125,2.399693489074707
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u124_l.tsv,120.974468205,119.69921875,2.5022411346435547
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u123_l.tsv,133.959578129,121.5234375,2.5088062286376953
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u038_h.tsv,126.025801612,103.23828125,2.2680959701538086
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u047_l.tsv,134.452634801,101.37109375,2.340510368347168
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u063_l.tsv,140.132464217,100.92578125,2.4043045043945312
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u064_l.tsv,140.278130922,100.8671875,2.345282554626465
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u054_l.tsv,152.082904745,105.28515625,2.3678722381591797
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u036_l.tsv,168.26948362,119.66796875,2.548375129699707
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u039_h.tsv,174.812328502,115.984375,2.498753547668457
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u070_h.tsv,141.739045634,97.19140625,2.2283992767333984
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u061_h.tsv,169.496605092,113.80078125,2.394761085510254
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u077_l.tsv,150.577083443,101.5390625,2.257701873779297
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u065_l.tsv,179.337464051,120.43359375,2.558506965637207
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u068_h.tsv,172.08036739,112.99609375,2.4838485717773438
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u094_h.tsv,162.530921891,113.9453125,2.417224884033203
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u103_l.tsv,153.576749964,113.59765625,2.4837112426757812
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u003_l.tsv,108.106607771,86.7734375,1.8526411056518555
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u116_h.tsv,152.463647687,112.44140625,2.4104137420654297
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u099_l.tsv,173.267021515,125.3125,2.633127212524414
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u120_h.tsv,145.642113574,109.953125,2.4137210845947266
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u110_h.tsv,159.417055766,117.62109375,2.448575019836426
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u128_h.tsv,134.110387164,104.00390625,2.335390090942383
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u123_h.tsv,151.59581558,116.76171875,2.450739860534668
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u037_l.tsv,111.931707537,90.921875,2.2300281524658203
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u014_l.tsv,116.243913495,93.5078125,2.209686279296875
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u008_h.tsv,128.797929003,102.94921875,2.2937870025634766
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u042_l.tsv,113.438319143,91.69921875,2.223970413208008
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u055_l.tsv,105.746611518,86.58984375,2.042146682739258
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u007_l.tsv,149.552890874,122.23046875,2.6047487258911133
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u010_l.tsv,142.525176867,114.77734375,2.495016098022461
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u073_h.tsv,111.539334433,95.91796875,2.251924514770508
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u048_h.tsv,138.471913327,112.7421875,2.4251527786254883
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u077_h.tsv,121.677162639,104.11328125,2.350818634033203
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u057_h.tsv,143.732970385,121.359375,2.5250091552734375
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u095_l.tsv,108.455636964,86.74609375,2.1097984313964844
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u104_h.tsv,111.833236761,88.9296875,2.0295228958129883
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u112_h.tsv,122.399723374,95.43359375,2.128525733947754
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u122_l.tsv,121.372020185,94.859375,2.250729560852051
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u096_l.tsv,137.630237925,105.9609375,2.373218536376953
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u090_l.tsv,149.583989649,116.03125,2.437167167663574
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u097_l.tsv,151.340911833,116.0859375,2.5661087036132812
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u082_h.tsv,162.028717112,125.3359375,2.5977964401245117
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u119_h.tsv,166.410566358,126.48046875,2.5977258682250977
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u003_l.tsv,121.160369776,95.62109375,1.979701042175293
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u127_h.tsv,132.105757432,105.375,2.372884750366211
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u131_h.tsv,130.549307607,101.25390625,2.3307390213012695
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u009_h.tsv,130.416804847,100.1015625,2.2542476654052734
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u017_l.tsv,124.249369553,96.0078125,2.2449140548706055
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u011_h.tsv,143.837927185,110.63671875,2.3786020278930664
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u129_h.tsv,158.001205006,123.81640625,2.6419200897216797
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u035_l.tsv,119.113564103,95.79296875,2.2860488891601562
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u027_l.tsv,135.22023503,108.28125,2.403522491455078
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u036_l.tsv,138.906860448,113.98046875,2.4569196701049805
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u055_h.tsv,105.521504569,90.30078125,2.0135726928710938
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u039_h.tsv,137.102103184,114.83203125,2.4524688720703125
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u047_l.tsv,124.555219457,105.01171875,2.3336172103881836
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u054_l.tsv,124.177964069,104.91796875,2.345682144165039
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u064_l.tsv,108.892382757,97.4921875,2.2783632278442383
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u063_l.tsv,125.618464813,113.26953125,2.5328874588012695
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u070_h.tsv,109.908939309,101.09765625,2.315230369567871
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u065_l.tsv,133.674479742,121.90625,2.5519723892211914
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u108_l.tsv,94.2211588,87.6875,2.0129013061523438
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u068_h.tsv,129.661824319,118.7734375,2.602720260620117
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u096_h.tsv,116.572266087,104.98046875,2.279669761657715
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u090_h.tsv,134.277880839,117.80078125,2.5234804153442383
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u099_l.tsv,150.023559006,125.08984375,2.611159324645996
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u116_h.tsv,143.644099411,116.4375,2.5236196517944336
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u120_h.tsv,148.404655805,117.73046875,2.5471439361572266
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u128_h.tsv,138.317155536,107.55859375,2.3643112182617188
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u004_l.tsv,149.398807009,111.9609375,2.46127986907959
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u123_h.tsv,159.968480343,120.42578125,2.4811391830444336
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u040_l.tsv,122.753595808,92.49609375,2.238795280456543
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u002_l.tsv,166.792623762,122.91796875,2.6352148056030273
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u020_l.tsv,141.805121977,104.3125,2.4330625534057617
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u022_l.tsv,149.533527704,110.21484375,2.4121761322021484
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u013_l.tsv,165.543186716,122.59375,2.554295539855957
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u016_h.tsv,161.922067538,120.375,2.5604610443115234
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u046_h.tsv,149.29723703,112.640625,2.4118223190307617
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u049_l.tsv,147.346624353,115.58203125,2.476613998413086
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u052_h.tsv,145.454833278,114.0703125,2.4829483032226562
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u066_h.tsv,135.853405241,110.43359375,2.419243812561035
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u074_h.tsv,135.873591978,112.921875,2.4471521377563477
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u060_h.tsv,151.118627145,125.75,2.5954360961914062
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u088_l.tsv,115.039459089,100.68359375,2.3275880813598633
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u084_h.tsv,136.612013831,116.04296875,2.512711524963379
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u092_h.tsv,115.106849689,108.5234375,2.3487958908081055
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u111_h.tsv,114.72420044,111.640625,2.404438018798828
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u115_h.tsv,115.709660946,117.140625,2.505695343017578
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u121_l.tsv,93.350931985,103.73046875,2.3485336303710938
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u114_l.tsv,119.188066161,123.26953125,2.57647705078125
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u116_h.tsv,99.551041634,112.9296875,2.4811134338378906
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u118_h.tsv,100.919922855,118.70703125,2.555765151977539
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u124_l.tsv,88.256466209,117.66015625,2.4900894165039062
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u123_l.tsv,94.491858188,122.7734375,2.5386123657226562
